,id_x,name,artists,popularity,duration,type_x,explicit,date_added,date_released,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type_y,id_y,uri,track_href,analysis_url,duration_ms,time_signature
0,4qArKIA7dnmdushoBlkV94,La Escuela No Me Gustó,Adriel Favela,69,176000,track,False,2022-06-08T03:42:42Z,2018-08-24,0.836,0.766,7,-6.229,0,0.0371,0.323,1.18e-06,0.091,0.844,112.548,audio_features,4qArKIA7dnmdushoBlkV94,spotify:track:4qArKIA7dnmdushoBlkV94,https://api.spotify.com/v1/tracks/4qArKIA7dnmdushoBlkV94,https://api.spotify.com/v1/audio-analysis/4qArKIA7dnmdushoBlkV94,176000,4
1,4f7nKn1kTyATS63TYBcIaa,Babygirl Disco,Six Dior,56,111049,track,False,2022-06-06T21:42:52Z,1951-08-28,0.838,0.615,11,-5.322,0,0.0936,0.321,0.524,0.146,0.318,121.121,audio_features,4f7nKn1kTyATS63TYBcIaa,spotify:track:4f7nKn1kTyATS63TYBcIaa,https://api.spotify.com/v1/tracks/4f7nKn1kTyATS63TYBcIaa,https://api.spotify.com/v1/audio-analysis/4f7nKn1kTyATS63TYBcIaa,111049,4
2,4VsJcIZDzGVeoTwDiEdxF2,The Red Planet,Scientist,25,212933,track,False,2022-06-06T17:05:26Z,1981-01-01,0.744,0.514,6,-11.634,0,0.0508,0.00759,0.81,0.0849,0.666,141.367,audio_features,4VsJcIZDzGVeoTwDiEdxF2,spotify:track:4VsJcIZDzGVeoTwDiEdxF2,https://api.spotify.com/v1/tracks/4VsJcIZDzGVeoTwDiEdxF2,https://api.spotify.com/v1/audio-analysis/4VsJcIZDzGVeoTwDiEdxF2,212933,4
3,4z1YabjDCOGQuv2E4ymKyi,Guided Beam,Scientist,34,196400,track,False,2022-06-06T17:04:59Z,1981-01-01,0.757,0.451,10,-12.216,1,0.141,0.000638,0.00731,0.121,0.732,144.22,audio_features,4z1YabjDCOGQuv2E4ymKyi,spotify:track:4z1YabjDCOGQuv2E4ymKyi,https://api.spotify.com/v1/tracks/4z1YabjDCOGQuv2E4ymKyi,https://api.spotify.com/v1/audio-analysis/4z1YabjDCOGQuv2E4ymKyi,196400,4
4,5xeBdH9bBnBdmfmozGCY85,The Sun Comes Up,Mako Road,58,254465,track,False,2022-06-05T03:35:00Z,2017-08-16,0.699,0.481,9,-10.247,0,0.0353,0.225,0.00482,0.0938,0.752,146.665,audio_features,5xeBdH9bBnBdmfmozGCY85,spotify:track:5xeBdH9bBnBdmfmozGCY85,https://api.spotify.com/v1/tracks/5xeBdH9bBnBdmfmozGCY85,https://api.spotify.com/v1/audio-analysis/5xeBdH9bBnBdmfmozGCY85,254465,4
5,2MQhTbX792AT6YyzwLz9dt,Sedona,Houndmouth,68,239881,track,False,2022-06-05T00:16:45Z,2015-03-17,0.394,0.654,3,-8.243,1,0.0346,0.0404,6.96e-05,0.112,0.264,135.188,audio_features,2MQhTbX792AT6YyzwLz9dt,spotify:track:2MQhTbX792AT6YyzwLz9dt,https://api.spotify.com/v1/tracks/2MQhTbX792AT6YyzwLz9dt,https://api.spotify.com/v1/audio-analysis/2MQhTbX792AT6YyzwLz9dt,239881,4
6,11NkxJtowfjaJksJbjYAS0,Outro Lugar,Toco,51,201375,track,False,2022-06-03T20:02:42Z,2007-06-19,0.733,0.696,6,-10.512,1,0.053,0.213,0.447,0.0998,0.627,151.939,audio_features,11NkxJtowfjaJksJbjYAS0,spotify:track:11NkxJtowfjaJksJbjYAS0,https://api.spotify.com/v1/tracks/11NkxJtowfjaJksJbjYAS0,https://api.spotify.com/v1/audio-analysis/11NkxJtowfjaJksJbjYAS0,201376,4
7,26uu6uxVb5ck1vYhXDIrPR,Night on Earth,Jerkcurb,45,340768,track,False,2022-05-29T06:26:23Z,2019-09-13,0.268,0.494,4,-7.219,1,0.0321,0.0656,2.61e-05,0.123,0.136,102.065,audio_features,26uu6uxVb5ck1vYhXDIrPR,spotify:track:26uu6uxVb5ck1vYhXDIrPR,https://api.spotify.com/v1/tracks/26uu6uxVb5ck1vYhXDIrPR,https://api.spotify.com/v1/audio-analysis/26uu6uxVb5ck1vYhXDIrPR,340769,3
8,5pk8VNrHhcaVRGq12rz8BI,Slow Hot Wind,Penny Goodwin,38,287133,track,False,2022-05-23T21:53:55Z,2016-11-11,0.347,0.378,7,-12.468,0,0.0362,0.951,0.0986,0.0765,0.362,83.841,audio_features,5pk8VNrHhcaVRGq12rz8BI,spotify:track:5pk8VNrHhcaVRGq12rz8BI,https://api.spotify.com/v1/tracks/5pk8VNrHhcaVRGq12rz8BI,https://api.spotify.com/v1/audio-analysis/5pk8VNrHhcaVRGq12rz8BI,287133,4
9,4K9siHhdhmwywswG13gMP4,Mopedbart,Hubbabubbaklubb,47,310000,track,False,2022-05-23T19:34:13Z,2018-10-12,0.836,0.609,2,-9.772,1,0.0898,0.0198,0.852,0.093,0.875,108.008,audio_features,4K9siHhdhmwywswG13gMP4,spotify:track:4K9siHhdhmwywswG13gMP4,https://api.spotify.com/v1/tracks/4K9siHhdhmwywswG13gMP4,https://api.spotify.com/v1/audio-analysis/4K9siHhdhmwywswG13gMP4,310000,4
10,02Qm4oParICyHqiltTrt6q,Et annet sted,Hubbabubbaklubb,42,400750,track,False,2022-05-23T19:34:10Z,2018-10-12,0.807,0.512,0,-11.269,1,0.0463,0.248,0.637,0.122,0.497,129.995,audio_features,02Qm4oParICyHqiltTrt6q,spotify:track:02Qm4oParICyHqiltTrt6q,https://api.spotify.com/v1/tracks/02Qm4oParICyHqiltTrt6q,https://api.spotify.com/v1/audio-analysis/02Qm4oParICyHqiltTrt6q,400750,4
11,6yvTddeHmEiYG7FN8a5frz,Lift Off,Tom Misch,45,318939,track,False,2022-05-23T17:30:08Z,2020-04-24,0.488,0.567,1,-9.875,1,0.1,0.0307,0.842,0.0896,0.308,138.522,audio_features,6yvTddeHmEiYG7FN8a5frz,spotify:track:6yvTddeHmEiYG7FN8a5frz,https://api.spotify.com/v1/tracks/6yvTddeHmEiYG7FN8a5frz,https://api.spotify.com/v1/audio-analysis/6yvTddeHmEiYG7FN8a5frz,318939,4
12,5TgZ7lOUugOdabBcD9a6ud,Nightrider,Tom Misch,57,300990,track,True,2022-05-23T17:30:00Z,2020-04-24,0.729,0.571,11,-9.188,0,0.0869,0.0774,0.213,0.0994,0.582,81.486,audio_features,5TgZ7lOUugOdabBcD9a6ud,spotify:track:5TgZ7lOUugOdabBcD9a6ud,https://api.spotify.com/v1/tracks/5TgZ7lOUugOdabBcD9a6ud,https://api.spotify.com/v1/audio-analysis/5TgZ7lOUugOdabBcD9a6ud,300991,4
13,1vzqTU4KJrKhezhPgZkjTr,Kyiv,Tom Misch,45,210093,track,False,2022-05-23T17:29:42Z,2020-04-24,0.581,0.622,9,-10.681,0,0.0726,0.299,0.728,0.224,0.286,98.483,audio_features,1vzqTU4KJrKhezhPgZkjTr,spotify:track:1vzqTU4KJrKhezhPgZkjTr,https://api.spotify.com/v1/tracks/1vzqTU4KJrKhezhPgZkjTr,https://api.spotify.com/v1/audio-analysis/1vzqTU4KJrKhezhPgZkjTr,210093,4
14,0qGQXQdUNwPYQadGuELgEI,Why Are There Boundaries,FKJ,57,182445,track,False,2022-05-23T17:29:12Z,2017-03-02,0.488,0.228,11,-9.13,1,0.0429,0.686,0.00374,0.0835,0.317,80.982,audio_features,0qGQXQdUNwPYQadGuELgEI,spotify:track:0qGQXQdUNwPYQadGuELgEI,https://api.spotify.com/v1/tracks/0qGQXQdUNwPYQadGuELgEI,https://api.spotify.com/v1/audio-analysis/0qGQXQdUNwPYQadGuELgEI,182445,3
15,4yMT3mbUsiukLDRqPfQ9rN,Losing My Way,FKJ,59,259200,track,False,2022-05-23T17:28:59Z,2019-10-10,0.838,0.432,6,-14.398,1,0.228,0.562,0.363,0.0987,0.127,99.978,audio_features,4yMT3mbUsiukLDRqPfQ9rN,spotify:track:4yMT3mbUsiukLDRqPfQ9rN,https://api.spotify.com/v1/tracks/4yMT3mbUsiukLDRqPfQ9rN,https://api.spotify.com/v1/audio-analysis/4yMT3mbUsiukLDRqPfQ9rN,259200,4
16,4c60yLpE5lXvICT0pyEaZ5,Better Give U Up,FKJ,61,256800,track,False,2022-05-23T17:28:18Z,2017-03-02,0.525,0.72,11,-6.916,0,0.169,0.176,0.00648,0.0769,0.483,91.708,audio_features,4c60yLpE5lXvICT0pyEaZ5,spotify:track:4c60yLpE5lXvICT0pyEaZ5,https://api.spotify.com/v1/tracks/4c60yLpE5lXvICT0pyEaZ5,https://api.spotify.com/v1/audio-analysis/4c60yLpE5lXvICT0pyEaZ5,256800,4
17,2Ydhlp4RgtHKx2e4eXJsjr,Earthquake,FKJ,40,162362,track,False,2022-05-23T17:27:27Z,2019-11-12,0.375,0.378,8,-12.547,1,0.158,0.85,0.0464,0.12,0.0996,82.631,audio_features,2Ydhlp4RgtHKx2e4eXJsjr,spotify:track:2Ydhlp4RgtHKx2e4eXJsjr,https://api.spotify.com/v1/tracks/2Ydhlp4RgtHKx2e4eXJsjr,https://api.spotify.com/v1/audio-analysis/2Ydhlp4RgtHKx2e4eXJsjr,162363,1
18,6VE2189Tetcqmaxrrf4if3,Blessed,FKJ,47,265392,track,False,2022-05-23T17:27:13Z,2017-03-02,0.5,0.601,6,-8.87,1,0.0435,0.0704,0.48,0.0901,0.384,97.971,audio_features,6VE2189Tetcqmaxrrf4if3,spotify:track:6VE2189Tetcqmaxrrf4if3,https://api.spotify.com/v1/tracks/6VE2189Tetcqmaxrrf4if3,https://api.spotify.com/v1/audio-analysis/6VE2189Tetcqmaxrrf4if3,265392,4
19,1PiASZMKp39IsWwiiIYgPO,Ani Kuni,Polo & Pan,57,277520,track,False,2022-05-23T17:25:25Z,2021-06-25,0.662,0.621,0,-6.158,1,0.0291,0.204,0.591,0.0658,0.0477,120.998,audio_features,1PiASZMKp39IsWwiiIYgPO,spotify:track:1PiASZMKp39IsWwiiIYgPO,https://api.spotify.com/v1/tracks/1PiASZMKp39IsWwiiIYgPO,https://api.spotify.com/v1/audio-analysis/1PiASZMKp39IsWwiiIYgPO,277520,4
20,7E4hJc1zqsWlQaOibAReAT,Jacquadi,Polo & Pan,48,247160,track,False,2022-05-23T17:24:43Z,2018-07-13,0.795,0.55,9,-11.371,1,0.0522,0.00915,0.905,0.115,0.338,119.999,audio_features,7E4hJc1zqsWlQaOibAReAT,spotify:track:7E4hJc1zqsWlQaOibAReAT,https://api.spotify.com/v1/tracks/7E4hJc1zqsWlQaOibAReAT,https://api.spotify.com/v1/audio-analysis/7E4hJc1zqsWlQaOibAReAT,247160,4
21,260V7huyJrXnyYe0dFv2Fa,Canopée,Polo & Pan,65,276293,track,False,2022-05-23T17:24:01Z,2017-05-19,0.704,0.692,5,-6.558,0,0.0304,0.0942,0.0109,0.0922,0.369,96.005,audio_features,260V7huyJrXnyYe0dFv2Fa,spotify:track:260V7huyJrXnyYe0dFv2Fa,https://api.spotify.com/v1/tracks/260V7huyJrXnyYe0dFv2Fa,https://api.spotify.com/v1/audio-analysis/260V7huyJrXnyYe0dFv2Fa,276293,4
22,4PL1QUjQBMNu2Hc9hiKr80,Last Year,Toro y Moi,53,195661,track,False,2022-05-23T17:19:49Z,2022-04-29,0.458,0.539,3,-9.011,0,0.0692,0.771,0.539,0.255,0.751,180.802,audio_features,4PL1QUjQBMNu2Hc9hiKr80,spotify:track:4PL1QUjQBMNu2Hc9hiKr80,https://api.spotify.com/v1/tracks/4PL1QUjQBMNu2Hc9hiKr80,https://api.spotify.com/v1/audio-analysis/4PL1QUjQBMNu2Hc9hiKr80,195661,3
23,4E8SsodyGGLgv7HPeSisw5,The Loop,Toro y Moi,54,241173,track,False,2022-05-23T17:18:15Z,2022-04-29,0.483,0.595,0,-8.148,0,0.0647,0.284,0.0298,0.161,0.834,172.911,audio_features,4E8SsodyGGLgv7HPeSisw5,spotify:track:4E8SsodyGGLgv7HPeSisw5,https://api.spotify.com/v1/tracks/4E8SsodyGGLgv7HPeSisw5,https://api.spotify.com/v1/audio-analysis/4E8SsodyGGLgv7HPeSisw5,241173,4
24,2DebCY3BIgzpHZLsGfiZpH,Goes By So Fast,Toro y Moi,53,221523,track,False,2022-05-23T17:17:37Z,2022-04-29,0.443,0.733,7,-5.774,0,0.0504,0.253,0.876,0.255,0.434,115.078,audio_features,2DebCY3BIgzpHZLsGfiZpH,spotify:track:2DebCY3BIgzpHZLsGfiZpH,https://api.spotify.com/v1/tracks/2DebCY3BIgzpHZLsGfiZpH,https://api.spotify.com/v1/audio-analysis/2DebCY3BIgzpHZLsGfiZpH,221524,3
25,3LtlQb74pLqC5KsllxIXoV,The Medium,Toro y Moi,54,187302,track,False,2022-05-23T17:17:03Z,2022-04-29,0.285,0.906,0,-5.224,1,0.225,0.00257,0.666,0.489,0.494,90.555,audio_features,3LtlQb74pLqC5KsllxIXoV,spotify:track:3LtlQb74pLqC5KsllxIXoV,https://api.spotify.com/v1/tracks/3LtlQb74pLqC5KsllxIXoV,https://api.spotify.com/v1/audio-analysis/3LtlQb74pLqC5KsllxIXoV,187303,4
26,3G1nE9ZEv4eGEM48IAIv8u,Millennium,Toro y Moi,58,181687,track,False,2022-05-23T17:16:15Z,2022-04-29,0.687,0.691,2,-6.743,1,0.0378,0.325,0.000153,0.12,0.831,98.055,audio_features,3G1nE9ZEv4eGEM48IAIv8u,spotify:track:3G1nE9ZEv4eGEM48IAIv8u,https://api.spotify.com/v1/tracks/3G1nE9ZEv4eGEM48IAIv8u,https://api.spotify.com/v1/audio-analysis/3G1nE9ZEv4eGEM48IAIv8u,181687,4
27,5zxWH9Vm0NZNKU6ky3DyUC,Souffle au coeur,L'Impératrice,42,226850,track,False,2022-05-23T17:14:47Z,2021-03-26,0.703,0.647,1,-12.365,1,0.058,0.00125,0.905,0.253,0.24,102.021,audio_features,5zxWH9Vm0NZNKU6ky3DyUC,spotify:track:5zxWH9Vm0NZNKU6ky3DyUC,https://api.spotify.com/v1/tracks/5zxWH9Vm0NZNKU6ky3DyUC,https://api.spotify.com/v1/audio-analysis/5zxWH9Vm0NZNKU6ky3DyUC,226850,4
28,00mO8JKk2wQ7VqdPcY1r4O,Peur des filles,L'Impératrice,59,208805,track,False,2022-05-23T17:14:26Z,2021-03-26,0.915,0.408,1,-10.705,0,0.0868,0.0796,0.158,0.218,0.6,102.02,audio_features,00mO8JKk2wQ7VqdPcY1r4O,spotify:track:00mO8JKk2wQ7VqdPcY1r4O,https://api.spotify.com/v1/tracks/00mO8JKk2wQ7VqdPcY1r4O,https://api.spotify.com/v1/audio-analysis/00mO8JKk2wQ7VqdPcY1r4O,208805,4
29,1F2JdXzAJRfCYNhIelTuVU,Hématome,L'Impératrice,52,218813,track,False,2022-05-23T17:13:24Z,2021-03-26,0.71,0.49,11,-9.705,0,0.211,0.456,0.00218,0.142,0.826,80.836,audio_features,1F2JdXzAJRfCYNhIelTuVU,spotify:track:1F2JdXzAJRfCYNhIelTuVU,https://api.spotify.com/v1/tracks/1F2JdXzAJRfCYNhIelTuVU,https://api.spotify.com/v1/audio-analysis/1F2JdXzAJRfCYNhIelTuVU,218814,4
30,5KQPLoxBkpzJMYulVxTR5u,Digital Sunset,L'Impératrice,41,201471,track,False,2022-05-23T17:12:34Z,2021-03-26,0.683,0.318,9,-10.81,1,0.047,0.147,0.0113,0.136,0.351,136.118,audio_features,5KQPLoxBkpzJMYulVxTR5u,spotify:track:5KQPLoxBkpzJMYulVxTR5u,https://api.spotify.com/v1/tracks/5KQPLoxBkpzJMYulVxTR5u,https://api.spotify.com/v1/audio-analysis/5KQPLoxBkpzJMYulVxTR5u,201471,4
31,3pr0y5h4MkBngy6gyozLDV,Voodoo?,L'Impératrice,53,255746,track,False,2022-05-23T17:12:14Z,2021-03-26,0.871,0.379,6,-10.751,0,0.0752,0.0858,0.141,0.0689,0.491,107.961,audio_features,3pr0y5h4MkBngy6gyozLDV,spotify:track:3pr0y5h4MkBngy6gyozLDV,https://api.spotify.com/v1/tracks/3pr0y5h4MkBngy6gyozLDV,https://api.spotify.com/v1/audio-analysis/3pr0y5h4MkBngy6gyozLDV,255747,4
32,5KPXcfXaGOaWUqOHLDXFRP,No Woman,Whitney,61,237973,track,False,2022-05-23T17:11:07Z,2016-06-03,0.586,0.4,2,-8.739,1,0.0289,0.893,0.578,0.161,0.43,112.33,audio_features,5KPXcfXaGOaWUqOHLDXFRP,spotify:track:5KPXcfXaGOaWUqOHLDXFRP,https://api.spotify.com/v1/tracks/5KPXcfXaGOaWUqOHLDXFRP,https://api.spotify.com/v1/audio-analysis/5KPXcfXaGOaWUqOHLDXFRP,237973,4
33,2uROM73VxtppgLSE2k27nf,Follow,Tom Misch,47,225341,track,False,2022-05-23T17:10:17Z,2016-07-15,0.785,0.367,4,-8.483,0,0.0363,0.113,0.0633,0.0902,0.468,90.003,audio_features,2uROM73VxtppgLSE2k27nf,spotify:track:2uROM73VxtppgLSE2k27nf,https://api.spotify.com/v1/tracks/2uROM73VxtppgLSE2k27nf,https://api.spotify.com/v1/audio-analysis/2uROM73VxtppgLSE2k27nf,225341,4
34,5Z0HDixFz1mtvPOXLtCKU9,Born To Be Blue,Chet Baker,48,246160,track,False,2022-05-23T17:10:10Z,1965-01-01,0.377,0.197,1,-15.368,1,0.0515,0.736,0.00406,0.0943,0.243,68.739,audio_features,5Z0HDixFz1mtvPOXLtCKU9,spotify:track:5Z0HDixFz1mtvPOXLtCKU9,https://api.spotify.com/v1/tracks/5Z0HDixFz1mtvPOXLtCKU9,https://api.spotify.com/v1/audio-analysis/5Z0HDixFz1mtvPOXLtCKU9,246160,4
35,6bGE6S2mJ9yKFJV1bPzn53,The Peacocks,Stan Getz,22,339786,track,False,2022-05-23T17:10:00Z,1977-11-06,0.453,0.0813,10,-20.509,0,0.0456,0.982,0.475,0.109,0.172,58.487,audio_features,6bGE6S2mJ9yKFJV1bPzn53,spotify:track:6bGE6S2mJ9yKFJV1bPzn53,https://api.spotify.com/v1/tracks/6bGE6S2mJ9yKFJV1bPzn53,https://api.spotify.com/v1/audio-analysis/6bGE6S2mJ9yKFJV1bPzn53,339290,4
36,64y8xJsEMTDuHMEov1DghN,Beautiful Love,Bill Evans Trio,21,305893,track,False,2022-05-23T17:09:52Z,1961,0.606,0.182,2,-20.633,0,0.0403,0.875,0.546,0.081,0.53,93.496,audio_features,64y8xJsEMTDuHMEov1DghN,spotify:track:64y8xJsEMTDuHMEov1DghN,https://api.spotify.com/v1/tracks/64y8xJsEMTDuHMEov1DghN,https://api.spotify.com/v1/audio-analysis/64y8xJsEMTDuHMEov1DghN,305893,4
37,3mciMzCg5pWvadcQxIwi0q,Polka Dots And Moonbeams,Bill Evans Trio,40,299760,track,False,2022-05-23T17:09:40Z,1962,0.473,0.126,2,-19.462,0,0.0347,0.944,0.705,0.107,0.0659,112.05,audio_features,3mciMzCg5pWvadcQxIwi0q,spotify:track:3mciMzCg5pWvadcQxIwi0q,https://api.spotify.com/v1/tracks/3mciMzCg5pWvadcQxIwi0q,https://api.spotify.com/v1/audio-analysis/3mciMzCg5pWvadcQxIwi0q,299760,4
38,2M3laSC4qeLl9tWxDEzF4T,Polka Dots And Moonbeams,Wes Montgomery,48,282200,track,False,2022-05-23T17:09:23Z,2000-01-01,0.53,0.114,7,-18.069,1,0.0475,0.991,0.902,0.137,0.369,92.249,audio_features,2M3laSC4qeLl9tWxDEzF4T,spotify:track:2M3laSC4qeLl9tWxDEzF4T,https://api.spotify.com/v1/tracks/2M3laSC4qeLl9tWxDEzF4T,https://api.spotify.com/v1/audio-analysis/2M3laSC4qeLl9tWxDEzF4T,282200,4
39,3V33ldRN2gRQyzojTwjlWP,Re: Person I Knew,Bill Evans Trio,39,343826,track,False,2022-05-23T17:09:05Z,1962,0.367,0.259,5,-15.669,0,0.0408,0.868,0.837,0.11,0.263,165.193,audio_features,3V33ldRN2gRQyzojTwjlWP,spotify:track:3V33ldRN2gRQyzojTwjlWP,https://api.spotify.com/v1/tracks/3V33ldRN2gRQyzojTwjlWP,https://api.spotify.com/v1/audio-analysis/3V33ldRN2gRQyzojTwjlWP,343827,3
40,6e2lt5O6aOUGQ8BWSo0gNr,End Of The Road,Eddie Vedder,46,199880,track,False,2022-05-23T17:08:48Z,2007-09-18,0.585,0.441,7,-9.271,0,0.0311,0.501,0.534,0.0967,0.0591,114.091,audio_features,6e2lt5O6aOUGQ8BWSo0gNr,spotify:track:6e2lt5O6aOUGQ8BWSo0gNr,https://api.spotify.com/v1/tracks/6e2lt5O6aOUGQ8BWSo0gNr,https://api.spotify.com/v1/audio-analysis/6e2lt5O6aOUGQ8BWSo0gNr,199880,4
41,3bHhUEOTIbezeZ856R0BX5,Society,Eddie Vedder,66,236306,track,False,2022-05-23T17:08:46Z,2007-09-18,0.561,0.327,11,-10.835,0,0.0327,0.902,0.000469,0.111,0.298,161.858,audio_features,3bHhUEOTIbezeZ856R0BX5,spotify:track:3bHhUEOTIbezeZ856R0BX5,https://api.spotify.com/v1/tracks/3bHhUEOTIbezeZ856R0BX5,https://api.spotify.com/v1/audio-analysis/3bHhUEOTIbezeZ856R0BX5,236307,4
42,0fzCtVM9D5UEwiLqcY8Ouq,Hard Sun,Eddie Vedder,64,322080,track,False,2022-05-23T17:08:45Z,2007-09-18,0.438,0.827,8,-6.531,1,0.0328,0.0512,0.000402,0.319,0.645,143.377,audio_features,0fzCtVM9D5UEwiLqcY8Ouq,spotify:track:0fzCtVM9D5UEwiLqcY8Ouq,https://api.spotify.com/v1/tracks/0fzCtVM9D5UEwiLqcY8Ouq,https://api.spotify.com/v1/audio-analysis/0fzCtVM9D5UEwiLqcY8Ouq,322080,4
43,3YalaPTUkyCYanwIf0l4UN,Toulumne,Eddie Vedder,49,60306,track,False,2022-05-23T17:08:44Z,2007-09-18,0.337,0.287,0,-15.051,1,0.0332,0.898,0.978,0.12,0.393,107.031,audio_features,3YalaPTUkyCYanwIf0l4UN,spotify:track:3YalaPTUkyCYanwIf0l4UN,https://api.spotify.com/v1/tracks/3YalaPTUkyCYanwIf0l4UN,https://api.spotify.com/v1/audio-analysis/3YalaPTUkyCYanwIf0l4UN,60307,4
44,4lxGVzcUaSF5HW5jtWnShV,Long Nights,Eddie Vedder,57,151773,track,False,2022-05-23T17:08:43Z,2007-09-18,0.478,0.305,5,-13.062,1,0.0306,0.675,0.00139,0.169,0.0974,108.66,audio_features,4lxGVzcUaSF5HW5jtWnShV,spotify:track:4lxGVzcUaSF5HW5jtWnShV,https://api.spotify.com/v1/tracks/4lxGVzcUaSF5HW5jtWnShV,https://api.spotify.com/v1/audio-analysis/4lxGVzcUaSF5HW5jtWnShV,151773,4
45,7AZAGSn2B1APKe2XBbzB2G,Far Behind,Eddie Vedder,48,135320,track,False,2022-05-23T17:08:42Z,2007-09-18,0.467,0.855,4,-5.375,1,0.0515,0.174,9.32e-06,0.11,0.565,135.813,audio_features,7AZAGSn2B1APKe2XBbzB2G,spotify:track:7AZAGSn2B1APKe2XBbzB2G,https://api.spotify.com/v1/tracks/7AZAGSn2B1APKe2XBbzB2G,https://api.spotify.com/v1/audio-analysis/7AZAGSn2B1APKe2XBbzB2G,135320,4
46,6J0bdIZElZMymahgVWRE9B,No Ceiling,Eddie Vedder,55,94053,track,False,2022-05-23T17:08:41Z,2007-09-18,0.724,0.652,3,-6.869,1,0.0247,0.46,0.000142,0.101,0.75,106.911,audio_features,6J0bdIZElZMymahgVWRE9B,spotify:track:6J0bdIZElZMymahgVWRE9B,https://api.spotify.com/v1/tracks/6J0bdIZElZMymahgVWRE9B,https://api.spotify.com/v1/audio-analysis/6J0bdIZElZMymahgVWRE9B,94053,4
47,1bhpBRCLsVg3p7BWARbaDS,Rise,Eddie Vedder,59,156453,track,False,2022-05-23T17:08:40Z,2007-09-18,0.401,0.58,7,-6.86,1,0.0541,0.906,0.217,0.134,0.526,173.277,audio_features,1bhpBRCLsVg3p7BWARbaDS,spotify:track:1bhpBRCLsVg3p7BWARbaDS,https://api.spotify.com/v1/tracks/1bhpBRCLsVg3p7BWARbaDS,https://api.spotify.com/v1/audio-analysis/1bhpBRCLsVg3p7BWARbaDS,156453,3
48,3lh3iiiJeiBXHSZw6u0kh6,Into the Mystic - 2013 Remaster,Van Morrison,71,205613,track,False,2022-05-23T17:08:30Z,1970-02,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,audio_features,3lh3iiiJeiBXHSZw6u0kh6,spotify:track:3lh3iiiJeiBXHSZw6u0kh6,https://api.spotify.com/v1/tracks/3lh3iiiJeiBXHSZw6u0kh6,https://api.spotify.com/v1/audio-analysis/3lh3iiiJeiBXHSZw6u0kh6,205613,4
49,64SIlhd3BaHCCMSfajXG7l,Grace,Jeff Buckley,57,322040,track,False,2022-05-23T17:08:21Z,1994,0.546,0.867,11,-4.235,0,0.0354,0.0256,0.000229,0.221,0.189,127.988,audio_features,64SIlhd3BaHCCMSfajXG7l,spotify:track:64SIlhd3BaHCCMSfajXG7l,https://api.spotify.com/v1/tracks/64SIlhd3BaHCCMSfajXG7l,https://api.spotify.com/v1/audio-analysis/64SIlhd3BaHCCMSfajXG7l,322040,4
0,5TrrlZ2s8g2vlaYacWtaNI,Lorelai,Fleet Foxes,41,264840,track,False,2022-05-23T17:08:13Z,2011-05-03,0.454,0.808,2,-8.519,1,0.0334,0.19,0.0279,0.259,0.678,144.051,audio_features,5TrrlZ2s8g2vlaYacWtaNI,spotify:track:5TrrlZ2s8g2vlaYacWtaNI,https://api.spotify.com/v1/tracks/5TrrlZ2s8g2vlaYacWtaNI,https://api.spotify.com/v1/audio-analysis/5TrrlZ2s8g2vlaYacWtaNI,264840,3
1,4V7ZThZtQP9fztanWupIFg,Heard Them Stirring,Fleet Foxes,38,182266,track,False,2022-05-23T17:08:08Z,2008-06-03,0.574,0.45,5,-11.027,1,0.0283,0.704,0.971,0.374,0.248,110.003,audio_features,4V7ZThZtQP9fztanWupIFg,spotify:track:4V7ZThZtQP9fztanWupIFg,https://api.spotify.com/v1/tracks/4V7ZThZtQP9fztanWupIFg,https://api.spotify.com/v1/audio-analysis/4V7ZThZtQP9fztanWupIFg,182267,4
2,4Nkn6En6TiZQRuTpEDPOYs,The Gambler,fun.,48,251266,track,False,2022-05-23T17:07:59Z,2009-08-25,0.613,0.296,10,-7.571,1,0.0309,0.94,1.34e-06,0.109,0.46,99.934,audio_features,4Nkn6En6TiZQRuTpEDPOYs,spotify:track:4Nkn6En6TiZQRuTpEDPOYs,https://api.spotify.com/v1/tracks/4Nkn6En6TiZQRuTpEDPOYs,https://api.spotify.com/v1/audio-analysis/4Nkn6En6TiZQRuTpEDPOYs,251267,4
3,0fym4mro3A1876ysJ7ulJQ,Ozu,Gotts Street Park,45,221946,track,False,2022-05-23T17:07:43Z,2021-09-02,0.6,0.412,4,-11.885,0,0.0503,0.888,0.936,0.109,0.227,91.772,audio_features,0fym4mro3A1876ysJ7ulJQ,spotify:track:0fym4mro3A1876ysJ7ulJQ,https://api.spotify.com/v1/tracks/0fym4mro3A1876ysJ7ulJQ,https://api.spotify.com/v1/audio-analysis/0fym4mro3A1876ysJ7ulJQ,221947,4
4,0lnQZPp2Bxwe3vPa4MehES,Mango (Freestyle / Process),Orion Sun,50,290063,track,False,2022-05-23T17:07:29Z,2020-01-06,0.591,0.456,9,-10.057,1,0.111,0.51,0.0575,0.123,0.254,96.47,audio_features,0lnQZPp2Bxwe3vPa4MehES,spotify:track:0lnQZPp2Bxwe3vPa4MehES,https://api.spotify.com/v1/tracks/0lnQZPp2Bxwe3vPa4MehES,https://api.spotify.com/v1/audio-analysis/0lnQZPp2Bxwe3vPa4MehES,290064,4
